"Date","CL.F.Adjusted"
2018-06-26,70.5299987792969
2018-06-27,72.7600021362305
2018-06-28,73.4499969482422
2018-06-29,74.1500015258789
2018-07-02,73.9400024414062
2018-07-03,74.1399993896484
2018-07-05,72.9400024414062
2018-07-06,73.8000030517578
2018-07-09,73.8499984741211
2018-07-10,74.1100006103516
2018-07-11,70.379997253418
2018-07-12,70.3300018310547
2018-07-13,71.0100021362305
2018-07-16,68.0599975585938
2018-07-17,68.0800018310547
2018-07-18,68.7600021362305
2018-07-19,69.4599990844727
2018-07-20,70.4599990844727
2018-07-23,67.8899993896484
2018-07-24,68.5199966430664
2018-07-25,69.3000030517578
2018-07-26,69.6100006103516
2018-07-27,68.6900024414062
2018-07-30,70.129997253418
2018-07-31,68.7600021362305
2018-08-01,67.6600036621094
2018-08-02,68.9599990844727
2018-08-03,68.4899978637695
2018-08-06,69.0100021362305
2018-08-07,69.1699981689453
2018-08-08,66.9400024414062
2018-08-09,66.8099975585938
2018-08-10,67.629997253418
2018-08-13,67.1999969482422
2018-08-14,67.0400009155273
2018-08-15,65.0100021362305
2018-08-16,65.4599990844727
2018-08-17,65.9100036621094
2018-08-20,66.4300003051758
2018-08-21,67.3499984741211
2018-08-22,67.8600006103516
2018-08-23,67.8300018310547
2018-08-24,68.7200012207031
2018-08-27,68.870002746582
2018-08-28,68.5299987792969
2018-08-29,69.5100021362305
2018-08-30,70.25
2018-08-31,69.8000030517578
2018-09-04,69.870002746582
2018-09-05,68.7200012207031
2018-09-06,67.7699966430664
2018-09-07,67.75
2018-09-10,67.5400009155273
2018-09-11,69.25
2018-09-12,70.370002746582
2018-09-13,68.5899963378906
2018-09-14,68.9899978637695
2018-09-17,68.9100036621094
2018-09-18,69.8499984741211
2018-09-19,71.120002746582
2018-09-20,70.8000030517578
2018-09-21,70.7799987792969
2018-09-24,72.0800018310547
2018-09-25,72.2799987792969
2018-09-26,71.5699996948242
2018-09-27,72.120002746582
2018-09-28,73.25
2018-10-01,75.3000030517578
2018-10-02,75.2300033569336
2018-10-03,76.4100036621094
2018-10-04,74.3300018310547
2018-10-05,74.3399963378906
2018-10-08,74.2900009155273
2018-10-09,74.9599990844727
2018-10-10,73.1699981689453
2018-10-11,70.9700012207031
2018-10-12,71.3399963378906
2018-10-15,71.7799987792969
2018-10-16,71.9199981689453
2018-10-17,69.75
2018-10-18,68.6500015258789
2018-10-19,69.120002746582
2018-10-22,69.1699981689453
2018-10-23,66.4300003051758
2018-10-24,66.8199996948242
2018-10-25,67.3300018310547
2018-10-26,67.5899963378906
2018-10-29,67.0400009155273
2018-10-30,66.1800003051758
2018-10-31,65.3099975585938
2018-11-01,63.689998626709
2018-11-02,63.1399993896484
2018-11-05,63.0999984741211
2018-11-06,62.2099990844727
2018-11-07,61.6699981689453
2018-11-08,60.6699981689453
2018-11-09,60.189998626709
2018-11-12,59.9300003051758
2018-11-13,55.689998626709
2018-11-14,56.25
2018-11-15,56.4599990844727
2018-11-16,56.4599990844727
2018-11-19,56.7599983215332
2018-11-20,53.4300003051758
2018-11-21,54.6300010681152
2018-11-23,50.4199981689453
2018-11-26,51.6300010681152
2018-11-27,51.560001373291
2018-11-28,50.2900009155273
2018-11-29,51.4500007629395
2018-11-30,50.9300003051758
2018-12-03,52.9500007629395
2018-12-04,53.25
2018-12-06,51.4900016784668
2018-12-07,52.6100006103516
2018-12-10,51
2018-12-11,51.6500015258789
2018-12-12,51.1500015258789
2018-12-13,52.5800018310547
2018-12-14,51.2000007629395
2018-12-17,49.8800010681152
2018-12-18,46.2400016784668
2018-12-19,47.2000007629395
2018-12-20,45.8800010681152
2018-12-21,45.5900001525879
2018-12-24,42.5299987792969
2018-12-26,46.2200012207031
2018-12-27,44.6100006103516
2018-12-28,45.3300018310547
2018-12-31,45.4099998474121
2019-01-02,46.5400009155273
2019-01-03,47.0900001525879
2019-01-04,47.9599990844727
2019-01-07,48.5200004577637
2019-01-08,49.7799987792969
2019-01-09,52.3600006103516
2019-01-10,52.5900001525879
2019-01-11,51.5900001525879
2019-01-14,50.5099983215332
2019-01-15,52.1100006103516
2019-01-16,52.310001373291
2019-01-17,52.0699996948242
2019-01-18,53.7999992370605
2019-01-22,52.5699996948242
2019-01-23,52.6199989318848
2019-01-24,53.1300010681152
2019-01-25,53.689998626709
2019-01-28,51.9900016784668
2019-01-29,53.310001373291
2019-01-30,54.2299995422363
2019-01-31,53.7900009155273
2019-02-01,55.2599983215332
2019-02-04,54.560001373291
2019-02-05,53.6599998474121
2019-02-06,54.0099983215332
2019-02-07,52.6399993896484
2019-02-08,52.7200012207031
2019-02-11,52.4099998474121
2019-02-12,53.0999984741211
2019-02-13,53.9000015258789
2019-02-14,54.4099998474121
2019-02-15,55.5900001525879
2019-02-19,56.0900001525879
2019-02-20,56.9199981689453
2019-02-21,56.9599990844727
2019-02-22,57.2599983215332
2019-02-25,55.4799995422363
2019-02-26,55.5
2019-02-27,56.939998626709
2019-02-28,57.2200012207031
2019-03-01,55.7999992370605
2019-03-04,56.5900001525879
2019-03-05,56.560001373291
2019-03-06,56.2200012207031
2019-03-07,56.6599998474121
2019-03-08,56.0699996948242
2019-03-11,56.7900009155273
2019-03-12,56.8699989318848
2019-03-13,58.2599983215332
2019-03-14,58.6100006103516
2019-03-15,58.5200004577637
2019-03-18,59.0900001525879
2019-03-19,59.0299987792969
2019-03-20,59.8300018310547
2019-03-21,59.9799995422363
2019-03-22,59.0400009155273
2019-03-25,58.8199996948242
2019-03-26,59.939998626709
2019-03-27,59.4099998474121
2019-03-28,59.2999992370605
2019-03-29,60.1399993896484
2019-04-01,61.5900001525879
2019-04-02,62.5800018310547
2019-04-03,62.4599990844727
2019-04-04,62.0999984741211
2019-04-05,63.0800018310547
2019-04-08,64.4000015258789
2019-04-09,63.9799995422363
2019-04-10,64.6100006103516
2019-04-11,63.5800018310547
2019-04-12,63.8899993896484
2019-04-15,63.4000015258789
2019-04-16,64.0500030517578
2019-04-17,63.7599983215332
2019-04-18,64
2019-04-22,65.6999969482422
2019-04-23,66.3000030517578
2019-04-24,65.8899993896484
2019-04-25,65.2099990844727
2019-04-26,63.2999992370605
2019-04-29,63.5
2019-04-30,63.9099998474121
2019-05-01,63.5999984741211
2019-05-02,61.810001373291
2019-05-03,61.939998626709
2019-05-06,62.25
2019-05-07,61.4000015258789
2019-05-08,62.1199989318848
2019-05-09,61.7000007629395
2019-05-10,61.6599998474121
2019-05-13,61.0400009155273
2019-05-14,61.7799987792969
2019-05-15,62.0200004577637
2019-05-16,62.8699989318848
2019-05-17,62.7599983215332
2019-05-20,63.0999984741211
2019-05-21,62.9900016784668
2019-05-22,61.4199981689453
2019-05-23,57.9099998474121
2019-05-24,58.6300010681152
2019-05-28,59.1399993896484
2019-05-29,58.810001373291
2019-05-30,56.5900001525879
2019-05-31,53.5
2019-06-03,53.25
2019-06-04,53.4799995422363
2019-06-05,51.6800003051758
2019-06-06,52.5900001525879
2019-06-07,53.9900016784668
2019-06-10,53.2599983215332
2019-06-11,53.2700004577637
2019-06-12,51.1399993896484
2019-06-13,52.2799987792969
2019-06-14,52.5099983215332
2019-06-17,51.9300003051758
2019-06-18,53.9000015258789
2019-06-19,53.7599983215332
2019-06-20,56.6500015258789
2019-06-21,57.4300003051758
2019-06-24,57.9000015258789
2019-06-25,57.8300018310547
2019-06-26,59.3800010681152
2019-06-27,59.4300003051758
2019-06-28,58.4700012207031
2019-07-01,59.0900001525879
2019-07-02,56.25
2019-07-03,57.3400001525879
2019-07-05,57.5099983215332
2019-07-08,57.6599998474121
2019-07-09,57.8300018310547
2019-07-10,60.4300003051758
2019-07-11,60.2000007629395
2019-07-12,60.2099990844727
2019-07-15,59.5800018310547
2019-07-16,57.6199989318848
2019-07-17,56.7799987792969
2019-07-18,55.2999992370605
2019-07-19,55.6300010681152
2019-07-22,56.2200012207031
2019-07-23,56.7700004577637
2019-07-24,55.8800010681152
2019-07-25,56.0200004577637
2019-07-26,56.2000007629395
2019-07-29,56.8699989318848
2019-07-30,58.0499992370605
2019-07-31,58.5800018310547
2019-08-01,53.9500007629395
2019-08-02,55.6599998474121
2019-08-05,54.689998626709
2019-08-06,53.6300010681152
2019-08-07,51.0900001525879
2019-08-08,52.5400009155273
2019-08-09,54.5
2019-08-12,54.9300003051758
2019-08-13,57.0999984741211
2019-08-14,55.2299995422363
2019-08-15,54.4700012207031
2019-08-16,54.8699989318848
2019-08-19,56.2099990844727
2019-08-20,56.3400001525879
2019-08-21,55.6800003051758
2019-08-22,55.3499984741211
2019-08-23,54.1699981689453
2019-08-26,53.6399993896484
2019-08-27,54.9300003051758
2019-08-28,55.7799987792969
2019-08-29,56.7099990844727
2019-08-30,55.0999984741211
2019-09-03,53.939998626709
2019-09-04,56.2599983215332
2019-09-05,56.2999992370605
2019-09-06,56.5200004577637
2019-09-09,57.8499984741211
2019-09-10,57.4000015258789
2019-09-11,55.75
2019-09-12,55.0900001525879
2019-09-13,54.8499984741211
2019-09-16,62.9000015258789
2019-09-17,59.3400001525879
2019-09-18,58.1100006103516
2019-09-19,58.1300010681152
2019-09-20,58.0900001525879
2019-09-23,58.6399993896484
2019-09-24,57.2900009155273
2019-09-25,56.4900016784668
2019-09-26,56.4099998474121
2019-09-27,55.9099998474121
2019-09-30,54.0699996948242
2019-10-01,53.6199989318848
2019-10-02,52.6399993896484
2019-10-03,52.4500007629395
2019-10-04,52.810001373291
2019-10-07,52.75
2019-10-08,52.6300010681152
2019-10-09,52.5900001525879
2019-10-10,53.5499992370605
2019-10-11,54.7000007629395
2019-10-14,53.5900001525879
2019-10-15,52.810001373291
2019-10-16,53.3600006103516
2019-10-17,53.9300003051758
2019-10-18,53.7799987792969
2019-10-21,53.310001373291
2019-10-22,54.1599998474121
2019-10-23,55.9700012207031
2019-10-24,56.2299995422363
2019-10-25,56.6599998474121
2019-10-28,55.810001373291
2019-10-29,55.5400009155273
2019-10-30,55.060001373291
2019-10-31,54.1800003051758
2019-11-01,56.2000007629395
2019-11-04,56.5400009155273
2019-11-05,57.2299995422363
2019-11-06,56.3499984741211
2019-11-07,57.1500015258789
2019-11-08,57.2400016784668
2019-11-11,56.8600006103516
2019-11-12,56.7999992370605
2019-11-13,57.1199989318848
2019-11-14,56.7700004577637
2019-11-15,57.7200012207031
2019-11-18,57.0499992370605
2019-11-19,55.2099990844727
2019-11-20,57.1100006103516
2019-11-21,58.5800018310547
2019-11-22,57.7700004577637
2019-11-25,58.0099983215332
2019-11-26,58.4099998474121
2019-11-27,58.1100006103516
2019-11-29,55.1699981689453
2019-12-02,55.9599990844727
2019-12-03,56.0999984741211
2019-12-04,58.4300003051758
2019-12-05,58.4300003051758
2019-12-06,59.2000007629395
2019-12-09,59.0200004577637
2019-12-10,59.2400016784668
2019-12-11,58.7599983215332
2019-12-12,59.1800003051758
2019-12-13,60.0699996948242
2019-12-16,60.2099990844727
2019-12-17,60.939998626709
2019-12-18,60.9300003051758
2019-12-19,61.2200012207031
2019-12-20,60.439998626709
2019-12-23,60.5200004577637
2019-12-24,61.1100006103516
2019-12-26,61.6800003051758
2019-12-27,61.7200012207031
2019-12-30,61.6800003051758
2019-12-31,61.060001373291
2020-01-02,61.1800003051758
2020-01-03,63.0499992370605
2020-01-06,63.2700004577637
2020-01-07,62.7000007629395
2020-01-08,59.6100006103516
2020-01-09,59.560001373291
2020-01-10,59.0400009155273
2020-01-13,58.0800018310547
2020-01-14,58.2299995422363
2020-01-15,57.810001373291
2020-01-16,58.5200004577637
2020-01-17,58.5400009155273
2020-01-21,58.3400001525879
2020-01-22,56.7400016784668
2020-01-23,55.5900001525879
2020-01-24,54.189998626709
2020-01-27,53.1399993896484
2020-01-28,53.4799995422363
2020-01-29,53.3300018310547
2020-01-30,52.1399993896484
2020-01-31,51.560001373291
2020-02-03,50.1100006103516
2020-02-04,49.6100006103516
2020-02-05,50.75
2020-02-06,50.9500007629395
2020-02-07,50.3199996948242
2020-02-10,49.5699996948242
2020-02-11,49.939998626709
2020-02-12,51.1699981689453
2020-02-13,51.4199981689453
2020-02-14,52.0499992370605
2020-02-18,52.0499992370605
2020-02-19,53.2900009155273
2020-02-20,53.7799987792969
2020-02-21,53.3800010681152
2020-02-24,51.4300003051758
2020-02-25,49.9000015258789
2020-02-26,48.7299995422363
2020-02-27,47.0900001525879
2020-02-28,44.7599983215332
2020-03-02,46.75
2020-03-03,47.1800003051758
2020-03-04,46.7799987792969
2020-03-05,45.9000015258789
2020-03-06,41.2799987792969
2020-03-09,31.1299991607666
2020-03-10,34.3600006103516
2020-03-11,32.9799995422363
2020-03-12,31.5
2020-03-13,31.7299995422363
2020-03-16,28.7000007629395
2020-03-17,26.9500007629395
2020-03-18,20.3700008392334
2020-03-19,25.2199993133545
2020-03-20,22.4300003051758
2020-03-23,23.3600006103516
2020-03-24,24.0100002288818
2020-03-25,24.4899997711182
2020-03-26,22.6000003814697
2020-03-27,21.5100002288818
2020-03-30,20.0900001525879
2020-03-31,20.4799995422363
2020-04-01,20.3099994659424
2020-04-02,25.3199996948242
2020-04-03,28.3400001525879
2020-04-06,26.0799999237061
2020-04-07,23.6299991607666
2020-04-08,25.0900001525879
2020-04-09,22.7600002288818
2020-04-13,22.4099998474121
2020-04-14,20.1100006103516
2020-04-15,19.8700008392334
2020-04-16,19.8700008392334
2020-04-17,18.2700004577637
2020-04-20,-37.6300010681152
2020-04-21,10.0100002288818
2020-04-22,13.7799997329712
2020-04-23,16.5
2020-04-24,16.9400005340576
2020-04-27,12.7799997329712
2020-04-28,12.3400001525879
2020-04-29,15.0600004196167
2020-04-30,18.8400001525879
2020-05-01,19.7800006866455
2020-05-04,20.3899993896484
2020-05-05,24.5599994659424
2020-05-06,23.9899997711182
2020-05-07,23.5499992370605
2020-05-08,24.7399997711182
2020-05-11,24.1399993896484
2020-05-12,25.7800006866455
2020-05-13,25.2900009155273
2020-05-14,27.5599994659424
2020-05-15,29.4300003051758
2020-05-18,31.8199996948242
2020-05-19,32.5
2020-05-20,33.4900016784668
2020-05-21,33.9199981689453
2020-05-22,33.25
2020-05-26,34.3499984741211
2020-05-27,32.810001373291
2020-05-28,33.7099990844727
2020-05-29,35.4900016784668
2020-06-01,35.439998626709
2020-06-02,36.810001373291
2020-06-03,37.2900009155273
2020-06-04,37.4099998474121
2020-06-05,39.5499992370605
2020-06-08,38.189998626709
2020-06-09,38.939998626709
2020-06-10,39.5999984741211
2020-06-11,36.3400001525879
2020-06-12,36.2599983215332
2020-06-15,37.1199989318848
2020-06-16,38.3800010681152
2020-06-17,37.9599990844727
2020-06-18,38.8400001525879
2020-06-19,39.75
2020-06-22,40.4599990844727
2020-06-23,40.3699989318848
2020-06-24,38.0099983215332
2020-06-25,38.7200012207031
2020-06-26,38.4900016784668
2020-06-29,39.7000007629395
2020-06-30,39.2700004577637
2020-07-01,39.8199996948242
2020-07-02,40.6500015258789
2020-07-06,40.6300010681152
2020-07-07,40.6199989318848
2020-07-08,40.9000015258789
2020-07-09,39.6199989318848
2020-07-10,40.5499992370605
2020-07-13,40.0999984741211
2020-07-14,40.2900009155273
2020-07-15,41.2000007629395
2020-07-16,40.75
2020-07-17,40.5900001525879
2020-07-20,40.810001373291
2020-07-21,41.9599990844727
2020-07-22,41.9000015258789
2020-07-23,41.0699996948242
2020-07-24,41.2900009155273
2020-07-27,41.5999984741211
2020-07-28,41.0400009155273
2020-07-29,41.2700004577637
2020-07-30,39.9199981689453
2020-07-31,40.2700004577637
2020-08-03,41.0099983215332
2020-08-04,41.7000007629395
2020-08-05,42.189998626709
2020-08-06,41.9500007629395
2020-08-07,41.2200012207031
2020-08-10,41.939998626709
2020-08-11,41.6100006103516
2020-08-12,42.6699981689453
2020-08-13,42.2400016784668
2020-08-14,42.0099983215332
2020-08-17,42.8899993896484
2020-08-18,42.8899993896484
2020-08-19,42.9300003051758
2020-08-20,42.5800018310547
2020-08-21,42.3400001525879
2020-08-24,42.6199989318848
2020-08-25,43.3499984741211
2020-08-26,43.3899993896484
2020-08-27,43.0400009155273
2020-08-28,42.9700012207031
2020-08-31,42.6100006103516
2020-09-01,42.7599983215332
2020-09-02,41.5099983215332
2020-09-03,41.3699989318848
2020-09-04,39.7700004577637
2020-09-08,36.7599983215332
2020-09-09,38.0499992370605
2020-09-10,37.2999992370605
2020-09-11,37.3300018310547
2020-09-14,37.2599983215332
2020-09-15,38.2799987792969
2020-09-16,40.1599998474121
2020-09-17,40.9700012207031
2020-09-18,41.1100006103516
2020-09-21,39.310001373291
2020-09-22,39.5999984741211
2020-09-23,39.9300003051758
2020-09-24,40.310001373291
2020-09-25,40.25
2020-09-28,40.5999984741211
2020-09-29,39.2900009155273
2020-09-30,40.2200012207031
2020-10-01,38.7200012207031
2020-10-02,37.0499992370605
2020-10-05,39.2200012207031
2020-10-06,40.6699981689453
2020-10-07,39.9500007629395
2020-10-08,41.189998626709
2020-10-09,40.5999984741211
2020-10-12,39.4300003051758
2020-10-13,40.2000007629395
2020-10-14,41.0400009155273
2020-10-15,40.9599990844727
2020-10-16,40.8800010681152
2020-10-19,40.8300018310547
2020-10-20,41.4599990844727
2020-10-21,40.0299987792969
2020-10-22,40.6399993896484
2020-10-23,39.8499984741211
2020-10-26,38.560001373291
2020-10-27,39.5699996948242
2020-10-28,37.3899993896484
2020-10-29,36.1699981689453
2020-10-30,35.7900009155273
2020-11-02,36.810001373291
2020-11-03,37.6599998474121
2020-11-04,39.1500015258789
2020-11-05,38.7900009155273
2020-11-06,37.1399993896484
2020-11-09,40.2900009155273
2020-11-10,41.3600006103516
2020-11-11,41.4500007629395
2020-11-12,41.1199989318848
2020-11-13,40.1300010681152
2020-11-16,41.3400001525879
2020-11-17,41.4300003051758
2020-11-18,41.8199996948242
2020-11-19,41.7400016784668
2020-11-20,42.1500015258789
2020-11-23,43.060001373291
2020-11-24,44.9099998474121
2020-11-25,45.7099990844727
2020-11-27,45.5299987792969
2020-11-30,45.3400001525879
2020-12-01,44.5499992370605
2020-12-02,45.2799987792969
2020-12-03,45.6399993896484
2020-12-04,46.2599983215332
2020-12-07,45.7599983215332
2020-12-08,45.5999984741211
2020-12-09,45.5200004577637
2020-12-10,46.7799987792969
2020-12-11,46.5699996948242
2020-12-14,46.9900016784668
2020-12-15,47.6199989318848
2020-12-16,47.8199996948242
2020-12-17,48.3600006103516
2020-12-18,49.0999984741211
2020-12-21,47.7400016784668
2020-12-22,47.0200004577637
2020-12-23,48.1199989318848
2020-12-24,48.2299995422363
2020-12-28,47.6199989318848
2020-12-29,48
2020-12-30,48.4000015258789
2020-12-31,48.5200004577637
2021-01-04,47.6199989318848
2021-01-05,49.9300003051758
2021-01-06,50.6300010681152
2021-01-07,50.8300018310547
2021-01-08,52.2400016784668
2021-01-11,52.25
2021-01-12,53.2099990844727
2021-01-13,52.9099998474121
2021-01-14,53.5699996948242
2021-01-15,52.3600006103516
2021-01-19,52.9799995422363
2021-01-20,53.2400016784668
2021-01-21,53.1300010681152
2021-01-22,52.2700004577637
2021-01-25,52.7700004577637
2021-01-26,52.6100006103516
2021-01-27,52.8499984741211
2021-01-28,52.3400001525879
2021-01-29,52.2000007629395
2021-02-01,53.5499992370605
2021-02-02,54.7599983215332
2021-02-03,55.689998626709
2021-02-04,56.2299995422363
2021-02-05,56.8499984741211
2021-02-08,57.9700012207031
2021-02-09,58.3600006103516
2021-02-10,58.6800003051758
2021-02-11,58.2400016784668
2021-02-12,59.4700012207031
2021-02-16,60.0499992370605
2021-02-17,61.1399993896484
2021-02-18,60.5200004577637
2021-02-19,59.2400016784668
2021-02-22,61.4900016784668
2021-02-23,61.6699981689453
2021-02-24,63.2200012207031
2021-02-25,63.5299987792969
2021-02-26,61.5
2021-03-01,60.6399993896484
2021-03-02,59.75
2021-03-03,61.2799987792969
2021-03-04,63.8300018310547
2021-03-05,66.0899963378906
2021-03-08,65.0500030517578
2021-03-09,64.0100021362305
2021-03-10,64.4400024414062
2021-03-11,66.0199966430664
2021-03-12,65.6100006103516
2021-03-15,65.3899993896484
2021-03-16,64.8000030517578
2021-03-17,64.5999984741211
2021-03-18,60
2021-03-19,61.4199981689453
2021-03-22,61.5499992370605
2021-03-23,57.7599983215332
2021-03-24,61.1800003051758
2021-03-25,58.560001373291
2021-03-26,60.9700012207031
2021-03-29,61.560001373291
2021-03-30,60.5499992370605
2021-03-31,59.1599998474121
2021-04-01,61.4500007629395
2021-04-05,58.6500015258789
2021-04-06,59.3300018310547
2021-04-07,59.7700004577637
2021-04-08,59.5999984741211
2021-04-09,59.3199996948242
2021-04-12,59.7000007629395
2021-04-13,60.1800003051758
2021-04-14,63.1500015258789
2021-04-15,63.4599990844727
2021-04-16,63.1300010681152
2021-04-19,63.3800010681152
2021-04-20,62.439998626709
2021-04-21,61.3499984741211
2021-04-22,61.4300003051758
2021-04-23,62.1399993896484
2021-04-26,61.9099998474121
2021-04-27,62.939998626709
2021-04-28,63.8600006103516
2021-04-29,65.0100021362305
2021-04-30,63.5800018310547
2021-05-03,64.4899978637695
2021-05-04,65.6900024414062
2021-05-05,65.629997253418
2021-05-06,64.7099990844727
2021-05-07,64.9000015258789
2021-05-10,64.9199981689453
2021-05-11,65.2799987792969
2021-05-12,66.0800018310547
2021-05-13,63.8199996948242
2021-05-14,65.370002746582
2021-05-17,66.2699966430664
2021-05-18,65.4899978637695
2021-05-19,63.3600006103516
2021-05-20,62.0499992370605
2021-05-21,63.5800018310547
2021-05-24,66.0500030517578
2021-05-25,66.0699996948242
2021-05-26,66.2099990844727
2021-05-27,66.8499984741211
2021-05-28,66.3199996948242
2021-06-01,67.7200012207031
2021-06-02,68.8300018310547
2021-06-03,68.8099975585938
2021-06-04,69.620002746582
2021-06-07,69.2300033569336
2021-06-08,70.0500030517578
2021-06-09,69.9599990844727
2021-06-10,70.2900009155273
2021-06-11,70.9100036621094
2021-06-14,70.879997253418
2021-06-15,72.120002746582
2021-06-16,72.1500015258789
2021-06-17,71.0400009155273
2021-06-18,71.6399993896484
2021-06-21,73.6600036621094
2021-06-22,73.0599975585938
2021-06-23,73.0800018310547
2021-06-24,73.3000030517578
2021-06-25,74.0500030517578
2021-06-28,72.9100036621094
2021-06-29,72.9800033569336
2021-06-30,73.4700012207031
2021-07-01,75.2300033569336
2021-07-02,75.1600036621094
2021-07-06,73.370002746582
2021-07-07,72.1999969482422
2021-07-08,72.9400024414062
2021-07-09,74.5599975585938
2021-07-12,74.0999984741211
2021-07-13,75.25
2021-07-14,73.129997253418
2021-07-15,71.6500015258789
2021-07-16,71.8099975585938
2021-07-19,66.4199981689453
2021-07-20,67.4199981689453
2021-07-21,70.3000030517578
2021-07-22,71.9100036621094
2021-07-23,72.0699996948242
2021-07-26,71.9100036621094
2021-07-27,71.6500015258789
2021-07-28,72.3899993896484
2021-07-29,73.620002746582
2021-07-30,73.9499969482422
2021-08-02,71.2600021362305
2021-08-03,70.5599975585938
2021-08-04,68.1500015258789
2021-08-05,69.0899963378906
2021-08-06,68.2799987792969
2021-08-09,66.4800033569336
2021-08-10,68.2900009155273
2021-08-11,69.25
2021-08-12,69.0899963378906
2021-08-13,68.4400024414062
2021-08-16,67.2900009155273
2021-08-17,66.5899963378906
2021-08-18,65.4599990844727
2021-08-19,63.689998626709
2021-08-20,62.3199996948242
2021-08-23,65.6399993896484
2021-08-24,67.5400009155273
2021-08-25,68.3600006103516
2021-08-26,67.4199981689453
2021-08-27,68.7399978637695
2021-08-30,69.2099990844727
2021-08-31,68.5
2021-09-01,68.5899963378906
2021-09-02,69.9899978637695
2021-09-03,69.2900009155273
2021-09-07,68.3499984741211
2021-09-08,69.3000030517578
2021-09-09,68.1399993896484
2021-09-10,69.7200012207031
2021-09-13,70.4499969482422
2021-09-14,70.4599990844727
2021-09-15,72.6100006103516
2021-09-16,72.6100006103516
2021-09-17,71.9700012207031
2021-09-20,70.2900009155273
2021-09-21,70.5599975585938
2021-09-22,72.2300033569336
2021-09-23,73.3000030517578
2021-09-24,73.9800033569336
2021-09-27,75.4499969482422
2021-09-28,75.2900009155273
2021-09-29,74.8300018310547
2021-09-30,75.0299987792969
2021-10-01,75.879997253418
2021-10-04,77.620002746582
2021-10-05,78.9300003051758
2021-10-06,77.4300003051758
