"Date","DCCrho"
2021-07-29,0.0131968376014221
2021-08-02,0.0131639054268094
2021-08-03,0.0130700719443568
2021-08-04,0.0128561889535263
2021-08-05,0.0128704783278156
2021-08-09,0.0126755116531194
2021-08-10,0.012630880851987
2021-08-11,0.011916441916851
2021-08-12,0.0118064101816937
2021-08-17,0.0118889444584446
2021-08-18,0.0120443226977662
2021-08-19,0.0120043017944818
2021-08-23,0.0118198491166747
2021-08-24,0.0108315707160911
2021-08-25,0.00963678427501785
2021-08-26,0.00898450042006953
2021-08-30,0.00933292936287584
2021-08-31,0.00786621186787737
2021-09-01,0.00833922210069928
2021-09-02,0.00863380923917956
2021-09-06,0.00920200553129182
2021-09-08,0.00905850510142375
2021-09-09,0.0088640993520193
2021-09-13,0.00878497081947474
2021-09-14,0.00816719923612045
2021-09-15,0.00819100392492598
2021-09-16,0.00911476981774153
2021-09-20,0.00892955292213013
2021-09-21,0.0109493250798289
2021-09-22,0.0110265281257208
2021-09-23,0.0110928971252607
2021-09-27,0.0114048164651879
2021-09-28,0.011422589178848
2021-09-29,0.0118155012678612
2021-09-30,0.0108826923325101
2021-10-04,0.011201176137844
2021-10-05,0.0114910886870966
2021-10-06,0.0116359114568114
2021-10-07,0.0121302635344632
2021-10-13,0.0131954369568683
2021-10-14,0.0136507620467865
2021-10-18,0.0122172518523156
2021-10-19,0.0113519797036051
2021-10-20,0.0110489837878765
2021-10-21,0.00668991509314813
2021-10-25,0.00786830284739725
2021-10-26,0.00710792760069146
2021-10-27,0.00875723508839137
2021-10-28,0.011196314235627
2021-11-01,0.0117339876317421
2021-11-03,0.0121935419778374
2021-11-04,0.00866150341368284
2021-11-05,0.0111449430055029
2021-11-08,0.0113256356677017
2021-11-09,0.00872645336694283
2021-11-10,0.00932559531473899
2021-11-11,0.00818792662108162
2021-11-12,0.00768630424517951
2021-11-16,0.00977431670884834
2021-11-17,0.0149938873707692
2021-11-18,0.0157664862336365
2021-11-19,0.0145091930727781
2021-11-23,0.0177672779292864
2021-11-24,0.0194860411516362
2021-11-25,0.0193762405506983
2021-11-26,0.0180094126993019
2021-11-29,0.0207241040159084
2021-11-30,0.020130959982657
2021-12-01,0.0207693990366793
2021-12-02,0.0147481440144224
2021-12-03,0.0150264794906248
2021-12-06,0.0154273862414117
2021-12-07,0.0150909023590325
2021-12-09,0.0147463547038348
2021-12-10,0.016148354512506
2021-12-13,0.0170878602373018
2021-12-14,0.0248095487830092
2021-12-15,0.0244792897376188
2021-12-16,0.0241391446122812
2021-12-17,0.0223689330326823
2021-12-20,0.0218758549312502
2021-12-21,0.0204878339898938
2021-12-22,0.0170559737210961
2021-12-23,0.0181303461907136
2021-12-27,0.0169863499543089
2021-12-28,0.0175767520119947
2021-12-29,0.0175804760612274
2021-12-30,0.0168910600863521
2022-01-03,0.0171986356638863
2022-01-04,0.0155021335635306
2022-01-05,0.0157389339085558
2022-01-06,0.0168078199451961
2022-01-07,0.0147362563168945
2022-01-10,0.0142707633329249
2022-01-11,0.0160740649012867
2022-01-12,0.0161214247680296
2022-01-13,0.0159193209113052
2022-01-14,0.0149591201354902
2022-01-17,0.0143879508008781
2022-01-18,0.0154412557916087
2022-01-19,0.0162176101773485
2022-01-20,0.0151976529975707
2022-01-21,0.0128659225955713
2022-01-24,0.0160397007166322
2022-01-25,0.0194462502833621
2022-01-26,0.0161872024690434
2022-01-27,0.0149468857551739
2022-01-28,0.0153721133374609
2022-01-31,0.0125075698382934
2022-02-01,0.00966039029021734
2022-02-02,0.00954071853651804
2022-02-03,0.0125255818508972
2022-02-04,0.012972181918452
2022-02-07,0.0146340265985035
2022-02-08,0.0134219150212583
2022-02-09,0.0139329352065111
2022-02-10,0.0148582719446478
2022-02-11,0.0146690377297549
2022-02-14,0.0145190822658462
2022-02-15,0.0159737115681774
2022-02-16,0.0155346392768628
2022-02-17,0.0134173366838855
2022-02-18,0.015345083820877
2022-02-21,0.0149061975796911
2022-02-22,0.0141050051902682
2022-02-23,0.0129042499380966
2022-02-24,0.0128117229067543
2022-02-25,0.0159146761788455
2022-03-02,0.0169029267884444
2022-03-03,0.0168794235156825
2022-03-04,0.0166002017886383
2022-03-07,0.01950185071881
2022-03-08,0.0166165513670081
2022-03-09,0.00864557769097736
2022-03-10,0.00996065523998378
2022-03-11,0.00649379482393966
2022-03-14,0.00968338805635537
2022-03-15,0.0133622656400889
2022-03-16,0.0130676851118369
2022-03-17,0.00973550041552112
2022-03-18,0.00940456401868247
2022-03-21,0.00875345246010033
2022-03-22,0.00837286399444715
2022-03-23,0.00751213559245259
2022-03-25,0.00772890825913202
2022-03-28,0.00824815892792388
2022-03-29,0.00978260918138269
2022-03-30,0.0111980915940427
2022-03-31,0.011709589920378
2022-04-04,0.0121057080990724
2022-04-05,0.0122388062199917
2022-04-06,0.0141325385336551
2022-04-07,0.0150120673474976
2022-04-11,0.0152546552784312
2022-04-12,0.0146901583786331
2022-04-13,0.0158912036057968
2022-04-18,0.0158582717284141
2022-04-19,0.0165863243236092
2022-04-20,0.0144646928141147
2022-04-25,0.0135274078090932
2022-04-26,0.0109249999424351
2022-04-27,0.0136256391072058
2022-04-28,0.0139629584198214
2022-05-02,0.0144437711283048
2022-05-03,0.0135067299243186
2022-05-04,0.010170437124232
2022-05-05,0.011376956100827
2022-05-09,0.0138555190661127
2022-05-10,0.0118009039874404
2022-05-11,0.0104821677651813
2022-05-12,0.0090780758253899
2022-05-16,0.00802993112182656
2022-05-17,0.0087102276649689
2022-05-19,0.00879190517035165
2022-05-23,0.00996258306847882
