"Date","DCCrho"
2021-07-29,-0.155335954140797
2021-08-02,-0.178526214142417
2021-08-03,-0.261157968187476
2021-08-04,-0.261557788112292
2021-08-05,-0.247165414557382
2021-08-09,-0.209325086122904
2021-08-10,-0.20878762198587
2021-08-11,-0.208814946320576
2021-08-12,-0.176461774939658
2021-08-16,-0.138964171509437
2021-08-17,-0.125311611329326
2021-08-18,-0.161887633588606
2021-08-19,-0.119599319820105
2021-08-23,-0.131937508602633
2021-08-24,-0.174574699947699
2021-08-25,-0.14181382154599
2021-08-26,-0.158114933295172
2021-08-30,-0.166951111250777
2021-08-31,-0.176013078683824
2021-09-01,-0.161610866450721
2021-09-02,-0.171825233710033
2021-09-06,-0.169952654471093
2021-09-08,-0.179490734231917
2021-09-09,-0.270003616964777
2021-09-13,-0.2684173114131
2021-09-14,-0.254717566003353
2021-09-15,-0.241092587200238
2021-09-16,-0.229757087543348
2021-09-20,-0.228611694816644
2021-09-21,-0.311800417672818
2021-09-22,-0.31496627930163
2021-09-23,-0.280352602095513
2021-09-27,-0.268519631770782
2021-09-28,-0.262619325035842
2021-09-29,-0.273765026234852
2021-09-30,-0.263974701311513
2021-10-04,-0.236813355382796
2021-10-05,-0.231197174882715
2021-10-06,-0.241816113176893
2021-10-07,-0.210271263357186
2021-10-11,-0.193511303461246
2021-10-13,-0.162604178379442
2021-10-14,-0.186177102054952
2021-10-18,-0.187383410604429
2021-10-19,-0.169010186455962
2021-10-20,-0.203957025725241
2021-10-21,-0.204870710761396
2021-10-25,-0.310007960823183
2021-10-26,-0.126035904979402
2021-10-27,-0.141510866809614
2021-10-28,-0.158877850389264
2021-11-01,-0.0677553414559016
2021-11-03,-0.0913162736977704
2021-11-04,-0.0858815454105609
2021-11-05,0.0326437394611393
2021-11-08,-0.00730441728454649
2021-11-09,-0.0496414921392714
2021-11-10,-0.0727405913390698
2021-11-11,-0.0797884638234869
2021-11-12,-0.0825824356683324
2021-11-16,-0.0668442400606534
2021-11-17,-0.0652044900410121
2021-11-18,-0.0684510101493375
2021-11-19,-0.0998797135177388
2021-11-22,-0.0972304554381598
2021-11-23,-0.121299455120015
2021-11-24,-0.146371547874537
2021-11-25,-0.166416405722575
2021-11-26,-0.101763094530832
2021-11-29,-0.076410483764992
2021-11-30,-0.0927111741419755
2021-12-01,-0.113108154893756
2021-12-02,-0.1554118738777
2021-12-03,-0.180090540051633
2021-12-06,-0.183517625465708
2021-12-07,-0.188822447190678
2021-12-08,-0.18290911034618
2021-12-09,-0.191496419780657
2021-12-10,-0.158002649777755
2021-12-13,-0.141697097159717
2021-12-14,-0.0914269737662996
2021-12-15,-0.18567066188773
2021-12-16,-0.182151109662474
2021-12-17,-0.182461414479889
2021-12-20,-0.187304235702577
2021-12-21,-0.190235989927138
2021-12-22,-0.228116561649904
2021-12-23,-0.222339510060069
2021-12-27,-0.184365184466283
2021-12-28,-0.176352120986548
2021-12-29,-0.156113278429301
2021-12-30,-0.163987131893007
2022-01-03,-0.00766119994543933
2022-01-04,0.160682247794389
2022-01-05,-0.0169802240942474
2022-01-06,-0.0356457447334912
2022-01-07,-0.0350765981167618
2022-01-10,-0.0745203698970177
2022-01-11,-0.0849822861503861
2022-01-12,-0.116809119479931
2022-01-13,-0.0810274467934422
2022-01-14,-0.089447146458538
2022-01-17,-0.109286646918379
2022-01-18,-0.127027135090284
2022-01-19,-0.130962380290708
2022-01-20,-0.151168643894425
2022-01-21,-0.28145194769374
2022-01-24,-0.271409162876934
2022-01-25,-0.27482597034742
2022-01-26,-0.256398991154672
2022-01-27,-0.265651547159766
2022-01-28,-0.241740274824656
2022-01-31,-0.228211263102572
2022-02-01,-0.227643492582248
2022-02-02,-0.324163757573866
2022-02-03,-0.326307308690599
2022-02-04,-0.305883689195806
2022-02-07,-0.272191567923312
2022-02-08,-0.213897734406999
2022-02-09,-0.155293913001168
2022-02-10,-0.162908873208892
2022-02-11,-0.165139555814753
2022-02-14,-0.185296621393117
2022-02-15,-0.1873568803803
2022-02-16,-0.1906586909934
2022-02-17,-0.215598510565697
2022-02-18,-0.205003085551188
2022-02-21,-0.223476262465994
2022-02-22,-0.141602684737388
2022-02-23,-0.137439269422734
2022-02-24,-0.147136218343228
2022-02-25,-0.127676197745881
2022-03-02,0.228072017748278
2022-03-03,0.133566789818455
2022-03-04,0.0994009600654372
2022-03-07,0.0830450591775628
2022-03-08,0.0261606731001044
2022-03-09,-0.000526434800382994
2022-03-10,-0.0610978919956473
2022-03-11,-0.0474730652351188
2022-03-14,-0.0641238928481401
2022-03-15,-0.0515260556729928
2022-03-16,-0.0591432099121643
2022-03-17,-0.0342683237417675
2022-03-18,-0.0645448709973794
2022-03-21,-0.10438376809712
2022-03-22,-0.125817639520896
2022-03-23,-0.133912120986977
2022-03-24,-0.151673204529406
2022-03-25,-0.194139947750516
2022-03-28,-0.194465224196838
2022-03-29,-0.212430897264209
2022-03-30,-0.208903362795488
2022-03-31,-0.213899198575277
2022-04-04,-0.168332913583646
2022-04-05,-0.379636679623271
2022-04-06,-0.382634301426666
2022-04-07,-0.363388172411291
2022-04-11,-0.332855666674884
2022-04-12,-0.299588647925809
2022-04-13,-0.279759647800527
2022-04-14,-0.210911916939535
2022-04-18,-0.209969543225175
2022-04-19,-0.179211587384851
2022-04-20,-0.158998313983139
2022-04-25,-0.146399642447085
2022-04-26,0.115515699149629
2022-04-27,0.106008586324851
2022-04-28,0.0493237170213052
2022-05-02,0.00385969930272331
2022-05-03,-0.106555323593733
2022-05-04,-0.0941327866878942
