Date,Forecast
2023-12-04,0.6869434
2023-12-05,0.67513067
2023-12-06,0.68379754
2023-12-07,0.67415833
2023-12-08,0.6754704
2023-12-09,0.6042452
2023-12-10,0.6126331
2023-12-11,0.592501
2023-12-12,0.61327344
2023-12-13,0.61941093
2023-12-14,0.6133242
2023-12-15,0.60333806
2023-12-16,0.6103285
2023-12-17,0.60347486
2023-12-18,0.60817784
2023-12-19,0.42174935
2023-12-20,0.4282653
2023-12-21,0.42617145
2023-12-22,0.4255811
2023-12-23,0.42127964
2023-12-24,0.4245096
2023-12-25,0.43421423
2023-12-26,0.41944826
2023-12-27,0.42884144
2023-12-28,0.42692202
