Date,Forecast
2023-12-03,0.007334513
2023-12-04,0.0071566347
2023-12-05,0.0077630705
2023-12-06,0.0072598443
2023-12-07,0.008020673
2023-12-08,0.007272874
2023-12-09,0.0073590176
2023-12-10,0.0062422347
2023-12-11,0.006824149
2023-12-12,0.0061683995
2023-12-13,0.0061037624
2023-12-14,0.0063576167
2023-12-15,0.0064157113
2023-12-16,0.0059854295
2023-12-17,0.0064824317
2023-12-18,0.0064349794
2023-12-19,0.011962395
2023-12-20,0.013320711
2023-12-21,0.012587727
2023-12-22,0.013276131
2023-12-23,0.015355492
2023-12-24,0.01323716
2023-12-25,0.015089896
2023-12-26,0.012959033
2023-12-27,0.013129978
2023-12-28,0.0125359455
